timestamp,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1555512715,300,300,0,300,0,300,0,23,40,6,50,101,19,135,53,189,14,189,14,0,00,282,282,0,282,0,282,0,22,42,6,06,100,40,172,10,195,56,195,56,0,00000
1555512716,789,489,0,489,0,489,0,19,84,2,49,103,55,156,63,190,32,190,32,0,18,711,429,0,429,0,429,0,21,57,3,36,104,33,166,72,240,39,240,39,0,17752
1555512717,1421,632,0,632,0,632,0,17,07,1,54,80,74,214,43,227,28,227,54,0,17,1308,597,0,597,0,597,0,16,31,1,52,80,74,104,20,223,35,225,05,0,17453
1555512718,2161,740,0,740,0,740,0,14,23,1,22,69,21,78,18,89,26,97,39,0,14,1956,648,0,648,0,648,0,14,98,1,41,73,14,92,93,131,20,149,16,0,14187
1555512719,2967,806,0,806,0,806,0,13,19,1,10,65,21,121,11,133,69,137,23,0,12,2587,631,0,631,0,631,0,14,35,1,27,67,37,118,42,134,22,152,96,0,11928
1555512720,3756,789,0,789,0,789,0,12,70,1,11,62,13,81,00,90,83,91,82,0,11,3458,871,0,871,0,871,0,12,02,1,23,61,11,77,20,93,52,114,62,0,10751
1555512721,4615,859,0,859,0,859,0,11,42,1,21,56,49,72,42,77,27,80,87,0,09,4188,730,0,730,0,730,0,14,30,1,60,61,54,81,13,89,46,115,47,0,09410
1555512722,5432,817,0,817,0,817,0,11,07,0,95,61,77,129,56,153,35,155,98,0,09,5027,839,0,839,0,839,0,12,90,1,32,65,11,104,40,144,57,156,63,0,08648
1555512723,6334,902,0,902,0,902,0,10,45,1,14,50,40,71,30,102,11,104,14,0,09,5906,879,0,879,0,879,0,11,46,1,46,54,95,86,05,128,71,214,56,0,08600
1555512724,7220,886,0,886,0,886,0,10,82,1,08,57,21,69,53,83,76,91,42,0,08,6884,978,0,978,0,978,0,11,06,1,31,54,89,82,31,102,76,135,92,0,08046
1555512725,8207,987,0,987,0,987,0,10,09,1,00,46,73,82,05,120,39,120,85,0,08,7846,962,0,962,0,962,0,10,10,1,13,45,97,77,00,94,96,127,80,0,07605
1555512726,9227,1020,0,1020,0,1020,0,8,84,1,06,43,84,56,62,66,81,68,16,0,08,9126,1280,0,1280,0,1280,0,8,78,1,21,43,29,58,92,75,50,81,72,0,07527
1555512727,10465,1238,0,1238,0,1238,0,7,68,0,98,39,68,52,10,64,45,69,80,0,08,10477,1351,0,1351,0,1351,0,7,84,1,14,39,85,54,53,82,90,86,97,0,07789
1555512728,11612,1147,0,1147,0,1147,0,8,83,1,12,41,12,60,13,73,86,76,87,0,07,11698,1221,0,1221,0,1221,0,7,91,1,31,40,04,54,56,70,12,73,79,0,07457
1555512729,12955,1343,0,1343,0,1343,0,7,12,1,01,37,06,51,81,89,85,89,98,0,07,13020,1322,0,1322,0,1322,0,7,97,1,21,36,77,58,33,90,64,92,14,0,07463
1555512730,14330,1375,0,1375,0,1375,0,7,77,1,11,35,52,50,46,63,14,67,37,0,07,14204,1184,0,1184,0,1184,0,7,87,1,21,37,88,56,13,77,66,91,42,0,07237
1555512731,15570,1240,0,1240,0,1240,0,7,40,1,23,34,77,72,61,99,81,107,81,0,07,15551,1347,0,1347,0,1347,0,7,88,1,35,41,65,71,83,90,57,115,93,0,07057
