hash,metric_name,metric_info
11a8190408ac99af1c5b1323985d16755755d291,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.107:9100', 'quantile': '0'}"
731ea4c1b90dc4cf489a6cbdff45f4fcda370d6b,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.107:9100', 'quantile': '0.25'}"
dee44ea0cd244e66f5b25f71493c83f1d07c661e,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.107:9100', 'quantile': '0.5'}"
724126e11a4edcf45b0e8e86c5580f34c815c74b,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.107:9100', 'quantile': '0.75'}"
a9063a121543b3b8dc34e6b52f4310bf9dca4f69,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.107:9100', 'quantile': '1'}"
0fa4434ee28c44d49ddd606f3c1aefb5a15be5dd,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.108:9100', 'quantile': '0'}"
1aadb1305c536cb5ad0011d4fb7690a11a673cba,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.108:9100', 'quantile': '0.25'}"
cb4684ba1be92fa819434678ef67c43386e9ba23,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.108:9100', 'quantile': '0.5'}"
bfd5ce6eb4d5a8be0c8c938c2724385d87e875f9,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.108:9100', 'quantile': '0.75'}"
31be263f6789672af2d75012359df4882e00c5c9,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.108:9100', 'quantile': '1'}"
eda1e90ae4df957114c812acd3d8b7cb712b7d20,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.109:9100', 'quantile': '0'}"
5655492a6ac60b4205718356e93d8200f835ba47,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.109:9100', 'quantile': '0.25'}"
2b3988a2836150935bd75a0bbcefe6dbebad8a3c,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.109:9100', 'quantile': '0.5'}"
685b69b8a46e99e2430d4b42eb17453f49b5975d,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.109:9100', 'quantile': '0.75'}"
806de3e4b2425bcc01505ffce6c6d9d2337db3bc,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.109:9100', 'quantile': '1'}"
f0cd00594e9346f3616ee6cce59a6a9b3bc7aa01,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.113:9100', 'quantile': '0'}"
c9a5712254b93f0c7611ad4bfb4567337de6e393,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.113:9100', 'quantile': '0.25'}"
de57891de427ca3f9b1a13193ab6606e708cca84,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.113:9100', 'quantile': '0.5'}"
41456856eb8e43f4c978ffef5919994db51d21d7,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.113:9100', 'quantile': '0.75'}"
784eba4e21e158be1cd588b3b3cab4828675aea6,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.113:9100', 'quantile': '1'}"
da98b3f8654f13ced64fa72f367a6b36a00f5e67,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.116:9100', 'quantile': '0'}"
8388c3f202e191fa92c5529e0f3c41718f0c8162,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.116:9100', 'quantile': '0.25'}"
405cc621a97920790852f3b2eba48103da1a06ed,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.116:9100', 'quantile': '0.5'}"
72affce0bfa8b9710f23090384b6b974593c83f7,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.116:9100', 'quantile': '0.75'}"
941385df4df7f681097046ec1dfad6bcbe3fbedf,go_gc_duration_seconds,"{'job': 'node', '__name__': 'go_gc_duration_seconds', 'instance': '192.168.0.116:9100', 'quantile': '1'}"
a6f31856ed72fecd8f840ef2216032c3b444dedc,go_goroutines,"{'job': 'node', '__name__': 'go_goroutines', 'instance': '192.168.0.107:9100'}"
8ccdf74131e6a16f33686048fbd0969dc1d31fd2,go_goroutines,"{'job': 'node', '__name__': 'go_goroutines', 'instance': '192.168.0.108:9100'}"
88cc9f5125c5895aa0204145c23c959aab40d523,go_goroutines,"{'job': 'node', '__name__': 'go_goroutines', 'instance': '192.168.0.109:9100'}"
aea14047f4766ec95827a0ef9baa6616b1163aab,go_goroutines,"{'job': 'node', '__name__': 'go_goroutines', 'instance': '192.168.0.113:9100'}"
f200f13d28bea3f3cff427e0bbf9db5d941c11d0,go_goroutines,"{'job': 'node', '__name__': 'go_goroutines', 'instance': '192.168.0.116:9100'}"
9c6968d01c23df0650555191ba1ea661a3528783,go_memstats_alloc_bytes,"{'job': 'node', '__name__': 'go_memstats_alloc_bytes', 'instance': '192.168.0.107:9100'}"
40a145e562c15eb3625defbca539188ebdc40fba,go_memstats_alloc_bytes,"{'job': 'node', '__name__': 'go_memstats_alloc_bytes', 'instance': '192.168.0.108:9100'}"
a40153927f3ada274f7b73314eb6a89bc942d9e1,go_memstats_alloc_bytes,"{'job': 'node', '__name__': 'go_memstats_alloc_bytes', 'instance': '192.168.0.109:9100'}"
68ceacea09bf7e000df8efe5ee51be42ffc11182,go_memstats_alloc_bytes,"{'job': 'node', '__name__': 'go_memstats_alloc_bytes', 'instance': '192.168.0.113:9100'}"
